"sample_size","t","beta_hat_mean","beta_hat_sd","beta_true"
10,0,NA,NA,1
10,0.0204081632653061,NA,NA,0.960016659725115
10,0.0408163265306122,NA,NA,0.921699291961683
10,0.0612244897959184,NA,NA,0.885047896709704
10,0.0816326530612245,NA,NA,0.85006247396918
10,0.102040816326531,NA,NA,0.816743023740108
10,0.122448979591837,NA,NA,0.785089546022491
10,0.142857142857143,NA,NA,0.755102040816326
10,0.163265306122449,NA,NA,0.726780508121616
10,0.183673469387755,NA,NA,0.700124947938359
10,0.204081632653061,NA,NA,0.675135360266556
10,0.224489795918367,NA,NA,0.651811745106206
10,0.244897959183673,NA,NA,0.630154102457309
10,0.26530612244898,NA,NA,0.610162432319867
10,0.285714285714286,NA,NA,0.591836734693878
10,0.306122448979592,NA,NA,0.575177009579342
10,0.326530612244898,NA,NA,0.56018325697626
10,0.346938775510204,NA,NA,0.546855476884631
10,0.36734693877551,NA,NA,0.535193669304457
10,0.387755102040816,NA,NA,0.525197834235735
10,0.408163265306122,NA,NA,0.516867971678467
10,0.428571428571429,NA,NA,0.510204081632653
10,0.448979591836735,NA,NA,0.505206164098292
10,0.469387755102041,NA,NA,0.501874219075385
10,0.489795918367347,NA,NA,0.500208246563932
10,0.510204081632653,NA,NA,0.500208246563932
10,0.530612244897959,NA,NA,0.501874219075385
10,0.551020408163265,NA,NA,0.505206164098292
10,0.571428571428571,NA,NA,0.510204081632653
10,0.591836734693878,NA,NA,0.516867971678467
10,0.612244897959184,NA,NA,0.525197834235735
10,0.63265306122449,NA,NA,0.535193669304456
10,0.653061224489796,NA,NA,0.546855476884631
10,0.673469387755102,NA,NA,0.56018325697626
10,0.693877551020408,NA,NA,0.575177009579342
10,0.714285714285714,NA,NA,0.591836734693877
10,0.73469387755102,NA,NA,0.610162432319867
10,0.755102040816326,NA,NA,0.630154102457309
10,0.775510204081633,NA,NA,0.651811745106206
10,0.795918367346939,NA,NA,0.675135360266556
10,0.816326530612245,NA,NA,0.700124947938359
10,0.836734693877551,NA,NA,0.726780508121616
10,0.857142857142857,NA,NA,0.755102040816326
10,0.877551020408163,NA,NA,0.785089546022491
10,0.897959183673469,NA,NA,0.816743023740108
10,0.918367346938775,NA,NA,0.850062473969179
10,0.938775510204082,NA,NA,0.885047896709704
10,0.959183673469388,NA,NA,0.921699291961683
10,0.979591836734694,NA,NA,0.960016659725115
10,1,NA,NA,1
20,0,NA,NA,1
20,0.0204081632653061,NA,NA,0.960016659725115
20,0.0408163265306122,NA,NA,0.921699291961683
20,0.0612244897959184,NA,NA,0.885047896709704
20,0.0816326530612245,NA,NA,0.85006247396918
20,0.102040816326531,NA,NA,0.816743023740108
20,0.122448979591837,NA,NA,0.785089546022491
20,0.142857142857143,NA,NA,0.755102040816326
20,0.163265306122449,NA,NA,0.726780508121616
20,0.183673469387755,NA,NA,0.700124947938359
20,0.204081632653061,NA,NA,0.675135360266556
20,0.224489795918367,NA,NA,0.651811745106206
20,0.244897959183673,NA,NA,0.630154102457309
20,0.26530612244898,NA,NA,0.610162432319867
20,0.285714285714286,NA,NA,0.591836734693878
20,0.306122448979592,NA,NA,0.575177009579342
20,0.326530612244898,NA,NA,0.56018325697626
20,0.346938775510204,NA,NA,0.546855476884631
20,0.36734693877551,NA,NA,0.535193669304457
20,0.387755102040816,NA,NA,0.525197834235735
20,0.408163265306122,NA,NA,0.516867971678467
20,0.428571428571429,NA,NA,0.510204081632653
20,0.448979591836735,NA,NA,0.505206164098292
20,0.469387755102041,NA,NA,0.501874219075385
20,0.489795918367347,NA,NA,0.500208246563932
20,0.510204081632653,NA,NA,0.500208246563932
20,0.530612244897959,NA,NA,0.501874219075385
20,0.551020408163265,NA,NA,0.505206164098292
20,0.571428571428571,NA,NA,0.510204081632653
20,0.591836734693878,NA,NA,0.516867971678467
20,0.612244897959184,NA,NA,0.525197834235735
20,0.63265306122449,NA,NA,0.535193669304456
20,0.653061224489796,NA,NA,0.546855476884631
20,0.673469387755102,NA,NA,0.56018325697626
20,0.693877551020408,NA,NA,0.575177009579342
20,0.714285714285714,NA,NA,0.591836734693877
20,0.73469387755102,NA,NA,0.610162432319867
20,0.755102040816326,NA,NA,0.630154102457309
20,0.775510204081633,NA,NA,0.651811745106206
20,0.795918367346939,NA,NA,0.675135360266556
20,0.816326530612245,NA,NA,0.700124947938359
20,0.836734693877551,NA,NA,0.726780508121616
20,0.857142857142857,NA,NA,0.755102040816326
20,0.877551020408163,NA,NA,0.785089546022491
20,0.897959183673469,NA,NA,0.816743023740108
20,0.918367346938775,NA,NA,0.850062473969179
20,0.938775510204082,NA,NA,0.885047896709704
20,0.959183673469388,NA,NA,0.921699291961683
20,0.979591836734694,NA,NA,0.960016659725115
20,1,NA,NA,1
50,0,NA,NA,1
50,0.0204081632653061,NA,NA,0.960016659725115
50,0.0408163265306122,NA,NA,0.921699291961683
50,0.0612244897959184,NA,NA,0.885047896709704
50,0.0816326530612245,NA,NA,0.85006247396918
50,0.102040816326531,NA,NA,0.816743023740108
50,0.122448979591837,NA,NA,0.785089546022491
50,0.142857142857143,NA,NA,0.755102040816326
50,0.163265306122449,NA,NA,0.726780508121616
50,0.183673469387755,NA,NA,0.700124947938359
50,0.204081632653061,NA,NA,0.675135360266556
50,0.224489795918367,NA,NA,0.651811745106206
50,0.244897959183673,NA,NA,0.630154102457309
50,0.26530612244898,NA,NA,0.610162432319867
50,0.285714285714286,NA,NA,0.591836734693878
50,0.306122448979592,NA,NA,0.575177009579342
50,0.326530612244898,NA,NA,0.56018325697626
50,0.346938775510204,NA,NA,0.546855476884631
50,0.36734693877551,NA,NA,0.535193669304457
50,0.387755102040816,NA,NA,0.525197834235735
50,0.408163265306122,NA,NA,0.516867971678467
50,0.428571428571429,NA,NA,0.510204081632653
50,0.448979591836735,NA,NA,0.505206164098292
50,0.469387755102041,NA,NA,0.501874219075385
50,0.489795918367347,NA,NA,0.500208246563932
50,0.510204081632653,NA,NA,0.500208246563932
50,0.530612244897959,NA,NA,0.501874219075385
50,0.551020408163265,NA,NA,0.505206164098292
50,0.571428571428571,NA,NA,0.510204081632653
50,0.591836734693878,NA,NA,0.516867971678467
50,0.612244897959184,NA,NA,0.525197834235735
50,0.63265306122449,NA,NA,0.535193669304456
50,0.653061224489796,NA,NA,0.546855476884631
50,0.673469387755102,NA,NA,0.56018325697626
50,0.693877551020408,NA,NA,0.575177009579342
50,0.714285714285714,NA,NA,0.591836734693877
50,0.73469387755102,NA,NA,0.610162432319867
50,0.755102040816326,NA,NA,0.630154102457309
50,0.775510204081633,NA,NA,0.651811745106206
50,0.795918367346939,NA,NA,0.675135360266556
50,0.816326530612245,NA,NA,0.700124947938359
50,0.836734693877551,NA,NA,0.726780508121616
50,0.857142857142857,NA,NA,0.755102040816326
50,0.877551020408163,NA,NA,0.785089546022491
50,0.897959183673469,NA,NA,0.816743023740108
50,0.918367346938775,NA,NA,0.850062473969179
50,0.938775510204082,NA,NA,0.885047896709704
50,0.959183673469388,NA,NA,0.921699291961683
50,0.979591836734694,NA,NA,0.960016659725115
50,1,NA,NA,1
100,0,0.507651995241943,3.39548972375277,1
100,0.0204081632653061,0.594574936375851,2.34642421454971,0.960016659725115
100,0.0408163265306122,0.66432349813533,1.47741554852058,0.921699291961683
100,0.0612244897959184,0.718176118800647,0.781055004797234,0.885047896709704
100,0.0816326530612245,0.757411236652068,0.28637463372158,0.85006247396918
100,0.102040816326531,0.783307289969861,0.311241588830762,0.816743023740108
100,0.122448979591837,0.79714271703429,0.564748530718976,0.785089546022491
100,0.142857142857143,0.800195956125623,0.737771230011639,0.755102040816326
100,0.163265306122449,0.793745445524125,0.818481587819451,0.726780508121616
100,0.183673469387755,0.779069623510065,0.816108510740896,0.700124947938359
100,0.204081632653061,0.757446928363708,0.743062004199992,0.675135360266556
100,0.224489795918367,0.730155798365319,0.613321478100554,0.651811745106206
100,0.244897959183673,0.698474671795165,0.443996086480161,0.630154102457309
100,0.26530612244898,0.663681986933514,0.266892572501141,0.610162432319867
100,0.285714285714286,0.627056182060631,0.203048056593242,0.591836734693878
100,0.306122448979592,0.589875695456783,0.359589422472541,0.575177009579342
100,0.326530612244898,0.553418965402236,0.577300058972148,0.56018325697626
100,0.346938775510204,0.518964430177257,0.791330395240624,0.546855476884631
100,0.36734693877551,0.487790528062111,0.979492488350718,0.535193669304457
100,0.387755102040816,0.461175697337066,1.12643110479061,0.525197834235735
100,0.408163265306122,0.440398376282388,1.21857947607361,0.516867971678467
100,0.428571428571429,0.426737003178343,1.24326342358874,0.510204081632653
100,0.448979591836735,0.421470016305197,1.18885745622271,0.505206164098292
100,0.469387755102041,0.425875853943217,1.04612061173791,0.501874219075385
100,0.489795918367347,0.44123295437267,0.813995122158489,0.500208246563932
100,0.510204081632653,0.46872194234097,0.535656900004975,0.500208246563932
100,0.530612244897959,0.507273731339962,0.493797854151726,0.501874219075385
100,0.551020408163265,0.553569523605916,0.884048843872771,0.505206164098292
100,0.571428571428571,0.604192707842254,1.41278581191806,0.510204081632653
100,0.591836734693878,0.655726672752393,1.94788609576334,0.516867971678467
100,0.612244897959184,0.704754807039757,2.42847306194666,0.525197834235735
100,0.63265306122449,0.747860499407765,2.80725833946473,0.535193669304456
100,0.653061224489796,0.781627138559837,3.04148431383702,0.546855476884631
100,0.673469387755102,0.802638113199393,3.09204144268206,0.56018325697626
100,0.693877551020408,0.807476812029855,2.92639175961772,0.575177009579342
100,0.714285714285714,0.792726623754641,2.53021096473277,0.591836734693877
100,0.73469387755102,0.754970937077174,1.95818221389847,0.610162432319867
100,0.755102040816326,0.690793140700873,1.58191967994107,0.630154102457309
100,0.775510204081633,0.596776623329157,2.28728118652887,0.651811745106206
100,0.795918367346939,0.46950477366545,4.04626981499805,0.675135360266556
100,0.816326530612245,0.305560980413168,6.49436090448397,0.700124947938359
100,0.836734693877551,0.101528632275734,9.55061724690053,0.726780508121616
100,0.857142857142857,-0.146008882043433,13.2220978779787,0.755102040816326
100,0.877551020408163,-0.440468173840911,17.5386377326241,0.785089546022491
100,0.897959183673469,-0.785265854413279,22.5375101954827,0.816743023740108
100,0.918367346938775,-1.18381853505712,28.2589387327086,0.850062473969179
100,0.938775510204082,-1.63954282706901,34.7444946580667,0.885047896709704
100,0.959183673469388,-2.15585534174553,42.036433275654,0.921699291961683
100,0.979591836734694,-2.73617269038327,50.1773860665587,0.960016659725115
100,1,-3.38391148427879,59.2102049465438,1
200,0,0.457283639186375,5.30910835358735,1
200,0.0204081632653061,0.565917234309677,3.67565050213381,0.960016659725115
200,0.0408163265306122,0.652812246888155,2.32196773905454,0.921699291961683
200,0.0612244897959184,0.719639944638128,1.2369414525428,0.885047896709704
200,0.0816326530612245,0.768071595275905,0.465318646855976,0.85006247396918
200,0.102040816326531,0.799778466517809,0.483242000806275,0.816743023740108
200,0.122448979591837,0.816431826080149,0.874482339149709,0.785089546022491
200,0.142857142857143,0.819702941679241,1.14562825739089,0.755102040816326
200,0.163265306122449,0.8112630810314,1.27411356189499,0.726780508121616
200,0.183673469387755,0.792783511852943,1.27357973281285,0.700124947938359
200,0.204081632653061,0.765935501860182,1.163092479658,0.675135360266556
200,0.224489795918367,0.732390318769432,0.964307644173673,0.651811745106206
200,0.244897959183673,0.693819230297009,0.703839845405111,0.630154102457309
200,0.26530612244898,0.651893504159229,0.430651249220871,0.610162432319867
200,0.285714285714286,0.608284408072405,0.323604776065628,0.591836734693878
200,0.306122448979592,0.56466320975285,0.555616492489015,0.575177009579342
200,0.326530612244898,0.522701176916884,0.891339501988244,0.56018325697626
200,0.346938775510204,0.484069577280818,1.22447713380762,0.546855476884631
200,0.36734693877551,0.450439678560969,1.51909997897119,0.535193669304457
200,0.387755102040816,0.423482748473651,1.75096738881484,0.525197834235735
200,0.408163265306122,0.404870054735178,1.89884346117404,0.516867971678467
200,0.428571428571429,0.396272865061865,1.94288458970109,0.510204081632653
200,0.448979591836735,0.399362447170029,1.86471858183415,0.505206164098292
200,0.469387755102041,0.415810068775981,1.64913368289649,0.501874219075385
200,0.489795918367347,0.447286997596041,1.29147793986872,0.500208246563932
200,0.510204081632653,0.495306690206054,0.843853566186897,0.500208246563932
200,0.530612244897959,0.557752946951162,0.709874659462498,0.501874219075385
200,0.551020408163265,0.628879911945801,1.28224916955916,0.505206164098292
200,0.571428571428571,0.702783918163938,2.09460413598462,0.510204081632653
200,0.591836734693878,0.773561298579541,2.92447660521251,0.516867971678467
200,0.612244897959184,0.835308386166577,3.67732175466912,0.525197834235735
200,0.63265306122449,0.882121513899015,4.28121933497946,0.535193669304456
200,0.653061224489796,0.908097014750823,4.671104859535,0.546855476884631
200,0.673469387755102,0.90733122169597,4.78675450112943,0.56018325697626
200,0.693877551020408,0.873920467708421,4.57591048473847,0.575177009579342
200,0.714285714285714,0.801961085762148,4.00732900379105,0.591836734693877
200,0.73469387755102,0.685549408831118,3.12649244814078,0.610162432319867
200,0.755102040816326,0.518781769889297,2.3504411356116,0.630154102457309
200,0.775510204081633,0.295754501910655,3.05878405717937,0.651811745106206
200,0.795918367346939,0.0105639378691612,5.54009767034795,0.675135360266556
200,0.816326530612245,-0.34269358926122,9.1202405051365,0.700124947938359
200,0.836734693877551,-0.769921746506518,13.6239831652307,0.726780508121616
200,0.857142857142857,-1.27702420089277,19.0516199185342,0.755102040816326
200,0.877551020408163,-1.86990461944599,25.4455153144234,0.785089546022491
200,0.897959183673469,-2.55446666919223,32.8609713828274,0.816743023740108
200,0.918367346938775,-3.33661401715752,41.3582204238531,0.850062473969179
200,0.938775510204082,-4.22225033036788,50.9996858048651,0.885047896709704
200,0.959183673469388,-5.21727927584936,61.8488805492392,0.921699291961683
200,0.979591836734694,-6.32760452062796,73.9699078208977,0.960016659725115
200,1,-7.55912973172975,87.4272124448664,1
500,0,1.5369390624956,9.58159463204166,1
500,0.0204081632653061,1.33055240754248,6.61080983551019,0.960016659725115
500,0.0408163265306122,1.15365760306939,4.1475106062031,0.921699291961683
500,0.0612244897959184,1.00423378124936,2.16621453862899,0.885047896709704
500,0.0816326530612245,0.880260074255467,0.725063465844162,0.85006247396918
500,0.102040816326531,0.779715614260738,0.828037619148489,0.816743023740108
500,0.122448979591837,0.700579533438237,1.57709913136116,0.785089546022491
500,0.142857142857143,0.640830963961008,2.07394870143554,0.755102040816326
500,0.163265306122449,0.5984490380021,2.30355875097626,0.726780508121616
500,0.183673469387755,0.571412887734565,2.29532018475551,0.700124947938359
500,0.204081632653061,0.557701645331454,2.08499749552113,0.675135360266556
500,0.224489795918367,0.555294442965819,1.71159859478434,0.651811745106206
500,0.244897959183673,0.562170412810705,1.2210154829268,0.630154102457309
500,0.26530612244898,0.576308687039168,0.69485292418203,0.610162432319867
500,0.285714285714286,0.595688397824254,0.49869170168123,0.591836734693878
500,0.306122448979592,0.618288677339018,0.982783814587727,0.575177009579342
500,0.326530612244898,0.642088657756503,1.61722178050487,0.56018325697626
500,0.346938775510204,0.665067471249765,2.23135154510415,0.546855476884631
500,0.36734693877551,0.68520424999185,2.76813977895977,0.535193669304457
500,0.387755102040816,0.700478126155811,3.18564535085322,0.525197834235735
500,0.408163265306122,0.708868231914699,3.4456103766688,0.516867971678467
500,0.428571428571429,0.708353699441562,3.51142636825242,0.510204081632653
500,0.448979591836735,0.696913660909451,3.34818579793029,0.505206164098292
500,0.469387755102041,0.672527248491416,2.92468488366717,0.501874219075385
500,0.489795918367347,0.633173594360508,2.22281747019796,0.500208246563932
500,0.510204081632653,0.577001430595325,1.30858861291057,0.500208246563932
500,0.530612244897959,0.506060287102106,1.04311169639356,0.501874219075385
500,0.551020408163265,0.426300491614726,2.25638154059327,0.505206164098292
500,0.571428571428571,0.343841971772601,3.81318549374738,0.510204081632653
500,0.591836734693878,0.264804655215162,5.36156105168915,0.516867971678467
500,0.612244897959184,0.195308469581829,6.74667240229536,0.525197834235735
500,0.63265306122449,0.141473342512024,7.83963111933503,0.535193669304456
500,0.653061224489796,0.109419201645171,8.51880041110919,0.546855476884631
500,0.673469387755102,0.105265974620694,8.66745206205012,0.56018325697626
500,0.693877551020408,0.135133589078018,8.1770116999879,0.575177009579342
500,0.714285714285714,0.20514197265656,6.96174177181546,0.591836734693877
500,0.73469387755102,0.321411052995747,5.03220981759129,0.610162432319867
500,0.755102040816326,0.490060757735006,3.09919418533799,0.630154102457309
500,0.775510204081633,0.717211014513755,4.75604796115315,0.651811745106206
500,0.795918367346939,1.00898175097142,9.87272556381846,0.675135360266556
500,0.816326530612245,1.37149289474742,16.7929583034895,0.700124947938359
500,0.836734693877551,1.81086437348118,25.3387494696724,0.726780508121616
500,0.857142857142857,2.33321611481213,35.5665189867658,0.755102040816326
500,0.877551020408163,2.94466804637968,47.5762333484008,0.785089546022491
500,0.897959183673469,3.65134009582326,61.4802428573842,0.816743023740108
500,0.918367346938775,4.4593521907823,77.395467488907,0.850062473969179
500,0.938775510204082,5.37482425889622,95.4408258703743,0.885047896709704
500,0.959183673469388,6.40387622780443,115.736221802249,0.921699291961683
500,0.979591836734694,7.55262802514637,138.402089788859,0.960016659725115
500,1,8.82719957856146,163.55917053259,1
1000,0,0.912269909712853,11.9058749514267,1
1000,0.0204081632653061,0.930531941933628,8.17779703804963,0.960016659725115
1000,0.0408163265306122,0.936533170559978,5.08747555923352,0.921699291961683
1000,0.0612244897959184,0.931535302406323,2.60099978010826,0.885047896709704
1000,0.0816326530612245,0.916800044287085,0.792760871692623,0.85006247396918
1000,0.102040816326531,0.893589103016684,1.0768979818053,0.816743023740108
1000,0.122448979591837,0.863164185409544,2.03730873641148,0.785089546022491
1000,0.142857142857143,0.826786998280086,2.65721812831183,0.755102040816326
1000,0.163265306122449,0.785719248442729,2.93676391125348,0.726780508121616
1000,0.183673469387755,0.741222642711898,2.91566378341384,0.700124947938359
1000,0.204081632653061,0.69455888790201,2.63961938183286,0.675135360266556
1000,0.224489795918367,0.646989690827492,2.15775226096832,0.651811745106206
1000,0.244897959183673,0.599776758302761,1.52712555494739,0.630154102457309
1000,0.26530612244898,0.554181797142243,0.84824802564598,0.610162432319867
1000,0.285714285714286,0.511466514160356,0.603901250488596,0.591836734693878
1000,0.306122448979592,0.472892616171522,1.24370043988832,0.575177009579342
1000,0.326530612244898,0.439721809990164,2.05671737064302,0.56018325697626
1000,0.346938775510204,0.413215802430702,2.83896224045116,0.546855476884631
1000,0.36734693877551,0.394636300307558,3.52144172540104,0.535193669304457
1000,0.387755102040816,0.385245010435154,4.05209072775975,0.525197834235735
1000,0.408163265306122,0.38630363962791,4.38297270891945,0.516867971678467
1000,0.428571428571429,0.399073894700249,4.46805114182629,0.510204081632653
1000,0.448979591836735,0.424817482466593,4.26333289753193,0.505206164098292
1000,0.469387755102041,0.464796109741363,3.72934935847926,0.501874219075385
1000,0.489795918367347,0.520271483338979,2.84259264312444,0.500208246563932
1000,0.510204081632653,0.592316812385436,1.68101168527634,0.500208246563932
1000,0.530612244897959,0.67766985917283,1.29847253865846,0.501874219075385
1000,0.551020408163265,0.768732939159379,2.81041373464416,0.505206164098292
1000,0.571428571428571,0.857719870114855,4.77318612184191,0.510204081632653
1000,0.591836734693878,0.936844469809048,6.72760282629957,0.516867971678467
1000,0.612244897959184,0.998320556011734,8.47685324159049,0.525197834235735
1000,0.63265306122449,1.0343619464927,9.85805886427405,0.535193669304456
1000,0.653061224489796,1.03718245902171,10.7176779693062,0.546855476884631
1000,0.673469387755102,0.998995911368564,10.9083932732595,0.56018325697626
1000,0.693877551020408,0.912016121303038,10.2931489040846,0.575177009579342
1000,0.714285714285714,0.768456906594908,8.76359191360286,0.591836734693877
1000,0.73469387755102,0.560532085013958,6.33250084072911,0.610162432319867
1000,0.755102040816326,0.28045547432997,3.89574652870424,0.630154102457309
1000,0.775510204081633,-0.0795591076872792,5.99065018723548,0.651811745106206
1000,0.795918367346939,-0.527297843268,12.443749868306,0.675135360266556
1000,0.816326530612245,-1.07054691464242,21.1687112907018,0.700124947938359
1000,0.836734693877551,-1.71709250404076,31.9430580384113,0.726780508121616
1000,0.857142857142857,-2.47472079369323,44.838460962368,0.755102040816326
1000,0.877551020408163,-3.35121796583005,59.9811910658498,0.785089546022491
1000,0.897959183673469,-4.35437020268144,77.5130451627559,0.816743023740108
1000,0.918367346938775,-5.49196368647763,97.5815492070373,0.850062473969179
1000,0.938775510204082,-6.77178459944883,120.336734992957,0.885047896709704
1000,0.959183673469388,-8.20161912382526,145.929869522774,0.921699291961683
1000,0.979591836734694,-9.78925344183714,174.512885208249,0.960016659725115
1000,1,-11.5424737357147,206.238098385646,1
